Time,Energy delta[Wh],GHI,temp,pressure,humidity,wind_speed,rain_1h,snow_1h,clouds_all,isSun,sunlightTime,dayLength,SunlightTime/daylength,weather_type,hour,month
2017-01-01 00:00:00,0,0.0,1.6,1021,100,4.9,0.0,0.0,100,0,0,450,0.0,4,0,1
2017-01-01 00:15:00,0,0.0,1.6,1021,100,4.9,0.0,0.0,100,0,0,450,0.0,4,0,1
2017-01-01 00:30:00,0,0.0,1.6,1021,100,4.9,0.0,0.0,100,0,0,450,0.0,4,0,1
2017-01-01 00:45:00,0,0.0,1.6,1021,100,4.9,0.0,0.0,100,0,0,450,0.0,4,0,1
2017-01-01 01:00:00,0,0.0,1.7,1020,100,5.2,0.0,0.0,100,0,0,450,0.0,4,1,1
2017-01-01 01:15:00,0,0.0,1.7,1020,100,5.2,0.0,0.0,100,0,0,450,0.0,4,1,1
2017-01-01 01:30:00,0,0.0,1.7,1020,100,5.2,0.0,0.0,100,0,0,450,0.0,4,1,1
2017-01-01 01:45:00,0,0.0,1.7,1020,100,5.2,0.0,0.0,100,0,0,450,0.0,4,1,1
2017-01-01 02:00:00,0,0.0,1.9,1020,100,5.5,0.0,0.0,100,0,0,450,0.0,4,2,1
2017-01-01 02:15:00,0,0.0,1.9,1020,100,5.5,0.0,0.0,100,0,0,450,0.0,4,2,1
2017-01-01 02:30:00,0,0.0,1.9,1020,100,5.5,0.0,0.0,100,0,0,450,0.0,4,2,1
2017-01-01 02:45:00,0,0.0,1.9,1020,100,5.5,0.0,0.0,100,0,0,450,0.0,4,2,1
2017-01-01 03:00:00,0,0.0,2.0,1019,100,5.7,0.0,0.0,100,0,0,450,0.0,4,3,1
2017-01-01 03:15:00,0,0.0,2.0,1019,100,5.7,0.0,0.0,100,0,0,450,0.0,4,3,1
2017-01-01 03:30:00,0,0.0,2.0,1019,100,5.7,0.0,0.0,100,0,0,450,0.0,4,3,1
2017-01-01 03:45:00,0,0.0,2.0,1019,100,5.7,0.0,0.0,100,0,0,450,0.0,4,3,1
2017-01-01 04:00:00,0,0.0,2.5,1018,100,5.6,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-01 04:15:00,0,0.0,2.5,1018,100,5.6,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-01 04:30:00,0,0.0,2.5,1018,100,5.6,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-01 04:45:00,0,0.0,2.5,1018,100,5.6,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-01 05:00:00,0,0.0,2.6,1017,100,5.7,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-01 05:15:00,0,0.0,2.6,1017,100,5.7,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-01 05:30:00,0,0.0,2.6,1017,100,5.7,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-01 05:45:00,0,0.0,2.6,1017,100,5.7,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-01 06:00:00,0,0.0,2.8,1017,100,6.0,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-01 06:15:00,0,0.0,2.8,1017,100,6.0,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-01 06:30:00,0,0.0,2.8,1017,100,6.0,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-01 06:45:00,0,0.0,2.8,1017,100,6.0,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-01 07:00:00,0,0.0,2.9,1016,100,6.1,0.0,0.0,98,0,0,450,0.0,4,7,1
2017-01-01 07:15:00,0,0.2,2.9,1016,100,6.1,0.0,0.0,98,1,15,450,0.03,4,7,1
2017-01-01 07:30:00,0,2.7,2.9,1016,100,6.1,0.0,0.0,98,1,30,450,0.07,4,7,1
2017-01-01 07:45:00,0,6.4,2.9,1016,100,6.1,0.0,0.0,98,1,45,450,0.1,4,7,1
2017-01-01 08:00:00,5,10.6,3.5,1016,99,6.0,0.0,0.0,98,1,60,450,0.13,4,8,1
2017-01-01 08:15:00,33,6.0,3.5,1016,99,6.0,0.0,0.0,98,1,75,450,0.17,4,8,1
2017-01-01 08:30:00,44,2.8,3.5,1016,99,6.0,0.0,0.0,98,1,90,450,0.2,4,8,1
2017-01-01 08:45:00,61,3.1,3.5,1016,99,6.0,0.0,0.0,98,1,105,450,0.23,4,8,1
2017-01-01 09:00:00,65,3.5,3.6,1016,97,6.2,0.0,0.0,100,1,120,450,0.27,4,9,1
2017-01-01 09:15:00,83,3.8,3.6,1016,97,6.2,0.0,0.0,100,1,135,450,0.3,4,9,1
2017-01-01 09:30:00,69,4.1,3.6,1016,97,6.2,0.0,0.0,100,1,150,450,0.33,4,9,1
2017-01-01 09:45:00,98,4.3,3.6,1016,97,6.2,0.0,0.0,100,1,165,450,0.37,4,9,1
2017-01-01 10:00:00,138,4.5,3.8,1015,93,5.6,0.0,0.0,94,1,180,450,0.4,4,10,1
2017-01-01 10:15:00,161,4.7,3.8,1015,93,5.6,0.0,0.0,94,1,195,450,0.43,4,10,1
2017-01-01 10:30:00,119,6.4,3.8,1015,93,5.6,0.0,0.0,94,1,210,450,0.47,4,10,1
2017-01-01 10:45:00,95,11.9,3.8,1015,93,5.6,0.0,0.0,94,1,225,450,0.5,4,10,1
2017-01-01 11:00:00,105,12.5,3.8,1014,91,5.8,0.0,0.0,100,1,240,450,0.53,4,11,1
2017-01-01 11:15:00,124,10.4,3.8,1014,91,5.8,0.0,0.0,100,1,255,450,0.57,4,11,1
2017-01-01 11:30:00,105,11.3,3.8,1014,91,5.8,0.0,0.0,100,1,270,450,0.6,4,11,1
2017-01-01 11:45:00,67,11.8,3.8,1014,91,5.8,0.0,0.0,100,1,285,450,0.63,4,11,1
2017-01-01 12:00:00,95,11.1,3.8,1014,90,5.9,0.0,0.0,100,1,300,450,0.67,4,12,1
2017-01-01 12:15:00,79,11.3,3.8,1014,90,5.9,0.0,0.0,100,1,315,450,0.7,4,12,1
2017-01-01 12:30:00,42,6.0,3.8,1014,90,5.9,0.0,0.0,100,1,330,450,0.73,4,12,1
2017-01-01 12:45:00,42,3.7,3.8,1014,90,5.9,0.0,0.0,100,1,345,450,0.77,4,12,1
2017-01-01 13:00:00,55,11.7,3.9,1013,89,6.1,0.0,0.0,98,1,360,450,0.8,4,13,1
2017-01-01 13:15:00,96,10.2,3.9,1013,89,6.1,0.0,0.0,98,1,375,450,0.83,4,13,1
2017-01-01 13:30:00,62,8.3,3.9,1013,89,6.1,0.0,0.0,98,1,390,450,0.87,4,13,1
2017-01-01 13:45:00,102,10.0,3.9,1013,89,6.1,0.0,0.0,98,1,405,450,0.9,4,13,1
2017-01-01 14:00:00,58,7.5,3.8,1013,89,6.2,0.0,0.0,98,1,420,450,0.93,4,14,1
2017-01-01 14:15:00,30,3.7,3.8,1013,89,6.2,0.0,0.0,98,1,435,450,0.97,4,14,1
2017-01-01 14:30:00,6,0.8,3.8,1013,89,6.2,0.0,0.0,98,1,450,450,1.0,4,14,1
2017-01-01 14:45:00,0,0.0,3.8,1013,89,6.2,0.0,0.0,98,0,0,450,0.0,4,14,1
2017-01-01 15:00:00,0,0.0,3.6,1013,91,6.0,0.0,0.0,98,0,0,450,0.0,4,15,1
2017-01-01 15:15:00,0,0.0,3.6,1013,91,6.0,0.0,0.0,98,0,0,450,0.0,4,15,1
2017-01-01 15:30:00,0,0.0,3.6,1013,91,6.0,0.0,0.0,98,0,0,450,0.0,4,15,1
2017-01-01 15:45:00,0,0.0,3.6,1013,91,6.0,0.0,0.0,98,0,0,450,0.0,4,15,1
2017-01-01 16:00:00,0,0.0,3.1,1013,91,5.8,0.0,0.0,100,0,0,450,0.0,4,16,1
2017-01-01 16:15:00,0,0.0,3.1,1013,91,5.8,0.0,0.0,100,0,0,450,0.0,4,16,1
2017-01-01 16:30:00,0,0.0,3.1,1013,91,5.8,0.0,0.0,100,0,0,450,0.0,4,16,1
2017-01-01 16:45:00,0,0.0,3.1,1013,91,5.8,0.0,0.0,100,0,0,450,0.0,4,16,1
2017-01-01 17:00:00,0,0.0,3.4,1013,91,5.7,0.0,0.0,100,0,0,450,0.0,4,17,1
2017-01-01 17:15:00,0,0.0,3.4,1013,91,5.7,0.0,0.0,100,0,0,450,0.0,4,17,1
2017-01-01 17:30:00,0,0.0,3.4,1013,91,5.7,0.0,0.0,100,0,0,450,0.0,4,17,1
2017-01-01 17:45:00,0,0.0,3.4,1013,91,5.7,0.0,0.0,100,0,0,450,0.0,4,17,1
2017-01-01 18:00:00,0,0.0,3.0,1013,91,5.5,0.0,0.0,100,0,0,450,0.0,4,18,1
2017-01-01 18:15:00,0,0.0,3.0,1013,91,5.5,0.0,0.0,100,0,0,450,0.0,4,18,1
2017-01-01 18:30:00,0,0.0,3.0,1013,91,5.5,0.0,0.0,100,0,0,450,0.0,4,18,1
2017-01-01 18:45:00,0,0.0,3.0,1013,91,5.5,0.0,0.0,100,0,0,450,0.0,4,18,1
2017-01-01 19:00:00,0,0.0,3.0,1012,91,5.4,0.0,0.0,100,0,0,450,0.0,4,19,1
2017-01-01 19:15:00,0,0.0,3.0,1012,91,5.4,0.0,0.0,100,0,0,450,0.0,4,19,1
2017-01-01 19:30:00,0,0.0,3.0,1012,91,5.4,0.0,0.0,100,0,0,450,0.0,4,19,1
2017-01-01 19:45:00,0,0.0,3.0,1012,91,5.4,0.0,0.0,100,0,0,450,0.0,4,19,1
2017-01-01 20:00:00,0,0.0,2.9,1012,90,5.5,0.0,0.0,100,0,0,450,0.0,4,20,1
2017-01-01 20:15:00,0,0.0,2.9,1012,90,5.5,0.0,0.0,100,0,0,450,0.0,4,20,1
2017-01-01 20:30:00,0,0.0,2.9,1012,90,5.5,0.0,0.0,100,0,0,450,0.0,4,20,1
2017-01-01 20:45:00,0,0.0,2.9,1012,90,5.5,0.0,0.0,100,0,0,450,0.0,4,20,1
2017-01-01 21:00:00,0,0.0,2.8,1012,88,5.7,0.19,0.0,100,0,0,450,0.0,5,21,1
2017-01-01 21:15:00,0,0.0,2.8,1012,88,5.7,0.19,0.0,100,0,0,450,0.0,5,21,1
2017-01-01 21:30:00,0,0.0,2.8,1012,88,5.7,0.19,0.0,100,0,0,450,0.0,5,21,1
2017-01-01 21:45:00,0,0.0,2.8,1012,88,5.7,0.19,0.0,100,0,0,450,0.0,5,21,1
2017-01-01 22:00:00,0,0.0,2.8,1012,90,5.5,0.26,0.0,100,0,0,450,0.0,5,22,1
2017-01-01 22:15:00,0,0.0,2.8,1012,90,5.5,0.26,0.0,100,0,0,450,0.0,5,22,1
2017-01-01 22:30:00,0,0.0,2.8,1012,90,5.5,0.26,0.0,100,0,0,450,0.0,5,22,1
2017-01-01 22:45:00,0,0.0,2.8,1012,90,5.5,0.26,0.0,100,0,0,450,0.0,5,22,1
2017-01-01 23:00:00,0,0.0,2.6,1011,94,5.1,0.33,0.0,100,0,0,450,0.0,5,23,1
2017-01-01 23:15:00,0,0.0,2.6,1011,94,5.1,0.33,0.0,100,0,0,450,0.0,5,23,1
2017-01-01 23:30:00,0,0.0,2.6,1011,94,5.1,0.33,0.0,100,0,0,450,0.0,5,23,1
2017-01-01 23:45:00,0,0.0,2.6,1011,94,5.1,0.33,0.0,100,0,0,450,0.0,5,23,1
2017-01-02 00:00:00,0,0.0,2.5,1011,96,4.9,0.51,0.0,100,0,0,450,0.0,5,0,1
2017-01-02 00:15:00,0,0.0,2.5,1011,96,4.9,0.51,0.0,100,0,0,450,0.0,5,0,1
2017-01-02 00:30:00,0,0.0,2.5,1011,96,4.9,0.51,0.0,100,0,0,450,0.0,5,0,1
2017-01-02 00:45:00,0,0.0,2.5,1011,96,4.9,0.51,0.0,100,0,0,450,0.0,5,0,1
2017-01-02 01:00:00,0,0.0,1.8,1011,98,4.6,0.0,0.62,100,0,0,450,0.0,5,1,1
2017-01-02 01:15:00,0,0.0,1.8,1011,98,4.6,0.0,0.62,100,0,0,450,0.0,5,1,1
2017-01-02 01:30:00,0,0.0,1.8,1011,98,4.6,0.0,0.62,100,0,0,450,0.0,5,1,1
2017-01-02 01:45:00,0,0.0,1.8,1011,98,4.6,0.0,0.62,100,0,0,450,0.0,5,1,1
2017-01-02 02:00:00,0,0.0,1.6,1011,99,5.0,0.0,0.53,100,0,0,450,0.0,5,2,1
2017-01-02 02:15:00,0,0.0,1.6,1011,99,5.0,0.0,0.53,100,0,0,450,0.0,5,2,1
2017-01-02 02:30:00,0,0.0,1.6,1011,99,5.0,0.0,0.53,100,0,0,450,0.0,5,2,1
2017-01-02 02:45:00,0,0.0,1.6,1011,99,5.0,0.0,0.53,100,0,0,450,0.0,5,2,1
2017-01-02 03:00:00,0,0.0,1.8,1011,100,4.9,0.0,0.34,100,0,0,450,0.0,5,3,1
2017-01-02 03:15:00,0,0.0,1.8,1011,100,4.9,0.0,0.34,100,0,0,450,0.0,5,3,1
2017-01-02 03:30:00,0,0.0,1.8,1011,100,4.9,0.0,0.34,100,0,0,450,0.0,5,3,1
2017-01-02 03:45:00,0,0.0,1.8,1011,100,4.9,0.0,0.34,100,0,0,450,0.0,5,3,1
2017-01-02 04:00:00,0,0.0,2.0,1010,99,5.0,0.16,0.0,100,0,0,450,0.0,5,4,1
2017-01-02 04:15:00,0,0.0,2.0,1010,99,5.0,0.16,0.0,100,0,0,450,0.0,5,4,1
2017-01-02 04:30:00,0,0.0,2.0,1010,99,5.0,0.16,0.0,100,0,0,450,0.0,5,4,1
2017-01-02 04:45:00,0,0.0,2.0,1010,99,5.0,0.16,0.0,100,0,0,450,0.0,5,4,1
2017-01-02 05:00:00,0,0.0,2.1,1010,99,5.1,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-02 05:15:00,0,0.0,2.1,1010,99,5.1,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-02 05:30:00,0,0.0,2.1,1010,99,5.1,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-02 05:45:00,0,0.0,2.1,1010,99,5.1,0.0,0.0,100,0,0,450,0.0,4,5,1
2017-01-02 06:00:00,0,0.0,2.0,1010,98,5.1,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-02 06:15:00,0,0.0,2.0,1010,98,5.1,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-02 06:30:00,0,0.0,2.0,1010,98,5.1,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-02 06:45:00,0,0.0,2.0,1010,98,5.1,0.0,0.0,100,0,0,450,0.0,4,6,1
2017-01-02 07:00:00,0,0.0,1.8,1011,97,5.0,0.0,0.0,100,0,0,450,0.0,4,7,1
2017-01-02 07:15:00,0,0.3,1.8,1011,97,5.0,0.0,0.0,100,1,15,450,0.03,4,7,1
2017-01-02 07:30:00,0,3.0,1.8,1011,97,5.0,0.0,0.0,100,1,30,450,0.07,4,7,1
2017-01-02 07:45:00,0,7.3,1.8,1011,97,5.0,0.0,0.0,100,1,45,450,0.1,4,7,1
2017-01-02 08:00:00,22,12.2,1.8,1011,96,5.0,0.0,0.0,100,1,60,450,0.13,4,8,1
2017-01-02 08:15:00,33,6.9,1.8,1011,96,5.0,0.0,0.0,100,1,75,450,0.17,4,8,1
2017-01-02 08:30:00,68,3.1,1.8,1011,96,5.0,0.0,0.0,100,1,90,450,0.2,4,8,1
2017-01-02 08:45:00,68,3.9,1.8,1011,96,5.0,0.0,0.0,100,1,105,450,0.23,4,8,1
2017-01-02 09:00:00,114,8.2,2.0,1012,96,5.1,0.0,0.0,100,1,120,450,0.27,4,9,1
2017-01-02 09:15:00,181,14.2,2.0,1012,96,5.1,0.0,0.0,100,1,135,450,0.3,4,9,1
2017-01-02 09:30:00,302,8.5,2.0,1012,96,5.1,0.0,0.0,100,1,150,450,0.33,4,9,1
2017-01-02 09:45:00,124,4.9,2.0,1012,96,5.1,0.0,0.0,100,1,165,450,0.37,4,9,1
2017-01-02 10:00:00,637,5.1,2.2,1012,95,5.0,0.0,0.0,79,1,180,450,0.4,3,10,1
2017-01-02 10:15:00,168,5.2,2.2,1012,95,5.0,0.0,0.0,79,1,195,450,0.43,3,10,1
2017-01-02 10:30:00,101,5.3,2.2,1012,95,5.0,0.0,0.0,79,1,210,450,0.47,3,10,1
2017-01-02 10:45:00,101,7.1,2.2,1012,95,5.0,0.0,0.0,79,1,225,450,0.5,3,10,1
2017-01-02 11:00:00,210,9.1,2.0,1012,91,4.8,0.1,0.0,80,1,240,450,0.53,5,11,1
2017-01-02 11:15:00,207,8.9,2.0,1012,91,4.8,0.1,0.0,80,1,255,450,0.57,5,11,1
2017-01-02 11:30:00,155,14.5,2.0,1012,91,4.8,0.1,0.0,80,1,270,450,0.6,5,11,1
2017-01-02 11:45:00,439,25.9,2.0,1012,91,4.8,0.1,0.0,80,1,285,450,0.63,5,11,1
2017-01-02 12:00:00,1545,42.3,2.1,1012,90,4.8,0.0,0.0,48,1,300,450,0.67,2,12,1
2017-01-02 12:15:00,2115,45.1,2.1,1012,90,4.8,0.0,0.0,48,1,315,450,0.7,2,12,1
2017-01-02 12:30:00,883,30.1,2.1,1012,90,4.8,0.0,0.0,48,1,330,450,0.73,2,12,1
2017-01-02 12:45:00,857,23.6,2.1,1012,90,4.8,0.0,0.0,48,1,345,450,0.77,2,12,1
2017-01-02 13:00:00,356,29.0,1.7,1013,86,5.7,0.0,0.0,27,1,360,450,0.8,2,13,1
2017-01-02 13:15:00,632,27.5,1.7,1013,86,5.7,0.0,0.0,27,1,375,450,0.83,2,13,1
2017-01-02 13:30:00,319,21.8,1.7,1013,86,5.7,0.0,0.0,27,1,390,450,0.87,2,13,1
2017-01-02 13:45:00,352,14.0,1.7,1013,86,5.7,0.0,0.0,27,1,405,450,0.9,2,13,1
2017-01-02 14:00:00,217,9.8,1.6,1013,83,5.5,0.0,0.0,23,1,420,450,0.93,2,14,1
2017-01-02 14:15:00,70,5.3,1.6,1013,83,5.5,0.0,0.0,23,1,435,450,0.97,2,14,1
2017-01-02 14:30:00,31,1.2,1.6,1013,83,5.5,0.0,0.0,23,1,450,450,1.0,2,14,1
2017-01-02 14:45:00,0,0.0,1.6,1013,83,5.5,0.0,0.0,23,0,0,450,0.0,2,14,1
2017-01-02 15:00:00,0,0.0,0.1,1014,81,4.9,0.0,0.0,9,0,0,450,0.0,1,15,1
2017-01-02 15:15:00,0,0.0,0.1,1014,81,4.9,0.0,0.0,9,0,0,450,0.0,1,15,1
2017-01-02 15:30:00,0,0.0,0.1,1014,81,4.9,0.0,0.0,9,0,0,450,0.0,1,15,1
2017-01-02 15:45:00,0,0.0,0.1,1014,81,4.9,0.0,0.0,9,0,0,450,0.0,1,15,1
2017-01-02 16:00:00,0,0.0,-0.4,1014,81,4.7,0.0,0.0,4,0,0,450,0.0,1,16,1
2017-01-02 16:15:00,0,0.0,-0.4,1014,81,4.7,0.0,0.0,4,0,0,450,0.0,1,16,1
2017-01-02 16:30:00,0,0.0,-0.4,1014,81,4.7,0.0,0.0,4,0,0,450,0.0,1,16,1
2017-01-02 16:45:00,0,0.0,-0.4,1014,81,4.7,0.0,0.0,4,0,0,450,0.0,1,16,1
2017-01-02 17:00:00,0,0.0,-0.4,1015,83,4.6,0.0,0.0,5,0,0,450,0.0,1,17,1
2017-01-02 17:15:00,0,0.0,-0.4,1015,83,4.6,0.0,0.0,5,0,0,450,0.0,1,17,1
2017-01-02 17:30:00,0,0.0,-0.4,1015,83,4.6,0.0,0.0,5,0,0,450,0.0,1,17,1
2017-01-02 17:45:00,0,0.0,-0.4,1015,83,4.6,0.0,0.0,5,0,0,450,0.0,1,17,1
2017-01-02 18:00:00,0,0.0,-0.7,1015,87,4.4,0.0,0.0,3,0,0,450,0.0,1,18,1
2017-01-02 18:15:00,0,0.0,-0.7,1015,87,4.4,0.0,0.0,3,0,0,450,0.0,1,18,1
2017-01-02 18:30:00,0,0.0,-0.7,1015,87,4.4,0.0,0.0,3,0,0,450,0.0,1,18,1
2017-01-02 18:45:00,0,0.0,-0.7,1015,87,4.4,0.0,0.0,3,0,0,450,0.0,1,18,1
2017-01-02 19:00:00,0,0.0,-0.8,1016,89,4.3,0.0,0.0,14,0,0,450,0.0,2,19,1
2017-01-02 19:15:00,0,0.0,-0.8,1016,89,4.3,0.0,0.0,14,0,0,450,0.0,2,19,1
2017-01-02 19:30:00,0,0.0,-0.8,1016,89,4.3,0.0,0.0,14,0,0,450,0.0,2,19,1
2017-01-02 19:45:00,0,0.0,-0.8,1016,89,4.3,0.0,0.0,14,0,0,450,0.0,2,19,1
2017-01-02 20:00:00,0,0.0,-0.8,1016,91,4.0,0.0,0.0,12,0,0,450,0.0,2,20,1
2017-01-02 20:15:00,0,0.0,-0.8,1016,91,4.0,0.0,0.0,12,0,0,450,0.0,2,20,1
2017-01-02 20:30:00,0,0.0,-0.8,1016,91,4.0,0.0,0.0,12,0,0,450,0.0,2,20,1
2017-01-02 20:45:00,0,0.0,-0.8,1016,91,4.0,0.0,0.0,12,0,0,450,0.0,2,20,1
2017-01-02 21:00:00,0,0.0,-1.5,1016,92,3.6,0.0,0.0,5,0,0,450,0.0,1,21,1
2017-01-02 21:15:00,0,0.0,-1.5,1016,92,3.6,0.0,0.0,5,0,0,450,0.0,1,21,1
2017-01-02 21:30:00,0,0.0,-1.5,1016,92,3.6,0.0,0.0,5,0,0,450,0.0,1,21,1
2017-01-02 21:45:00,0,0.0,-1.5,1016,92,3.6,0.0,0.0,5,0,0,450,0.0,1,21,1
2017-01-02 22:00:00,0,0.0,-1.9,1016,94,4.1,0.0,0.0,27,0,0,450,0.0,2,22,1
2017-01-02 22:15:00,0,0.0,-1.9,1016,94,4.1,0.0,0.0,27,0,0,450,0.0,2,22,1
2017-01-02 22:30:00,0,0.0,-1.9,1016,94,4.1,0.0,0.0,27,0,0,450,0.0,2,22,1
2017-01-02 22:45:00,0,0.0,-1.9,1016,94,4.1,0.0,0.0,27,0,0,450,0.0,2,22,1
2017-01-02 23:00:00,0,0.0,-2.2,1016,95,3.9,0.0,0.0,36,0,0,450,0.0,2,23,1
2017-01-02 23:15:00,0,0.0,-2.2,1016,95,3.9,0.0,0.0,36,0,0,450,0.0,2,23,1
2017-01-02 23:30:00,0,0.0,-2.2,1016,95,3.9,0.0,0.0,36,0,0,450,0.0,2,23,1
2017-01-02 23:45:00,0,0.0,-2.2,1016,95,3.9,0.0,0.0,36,0,0,450,0.0,2,23,1
2017-01-03 00:00:00,0,0.0,-2.3,1016,96,3.7,0.0,0.0,58,0,0,450,0.0,3,0,1
2017-01-03 00:15:00,0,0.0,-2.3,1016,96,3.7,0.0,0.0,58,0,0,450,0.0,3,0,1
2017-01-03 00:30:00,0,0.0,-2.3,1016,96,3.7,0.0,0.0,58,0,0,450,0.0,3,0,1
2017-01-03 00:45:00,0,0.0,-2.3,1016,96,3.7,0.0,0.0,58,0,0,450,0.0,3,0,1
2017-01-03 01:00:00,0,0.0,-2.1,1015,97,3.4,0.0,0.0,66,0,0,450,0.0,3,1,1
2017-01-03 01:15:00,0,0.0,-2.1,1015,97,3.4,0.0,0.0,66,0,0,450,0.0,3,1,1
2017-01-03 01:30:00,0,0.0,-2.1,1015,97,3.4,0.0,0.0,66,0,0,450,0.0,3,1,1
2017-01-03 01:45:00,0,0.0,-2.1,1015,97,3.4,0.0,0.0,66,0,0,450,0.0,3,1,1
2017-01-03 02:00:00,0,0.0,-1.4,1015,98,3.7,0.0,0.0,81,0,0,450,0.0,3,2,1
2017-01-03 02:15:00,0,0.0,-1.4,1015,98,3.7,0.0,0.0,81,0,0,450,0.0,3,2,1
2017-01-03 02:30:00,0,0.0,-1.4,1015,98,3.7,0.0,0.0,81,0,0,450,0.0,3,2,1
2017-01-03 02:45:00,0,0.0,-1.4,1015,98,3.7,0.0,0.0,81,0,0,450,0.0,3,2,1
2017-01-03 03:00:00,0,0.0,-1.2,1015,98,3.9,0.0,0.0,99,0,0,450,0.0,4,3,1
2017-01-03 03:15:00,0,0.0,-1.2,1015,98,3.9,0.0,0.0,99,0,0,450,0.0,4,3,1
2017-01-03 03:30:00,0,0.0,-1.2,1015,98,3.9,0.0,0.0,99,0,0,450,0.0,4,3,1
2017-01-03 03:45:00,0,0.0,-1.2,1015,98,3.9,0.0,0.0,99,0,0,450,0.0,4,3,1
2017-01-03 04:00:00,0,0.0,-1.0,1014,97,4.1,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-03 04:15:00,0,0.0,-1.0,1014,97,4.1,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-03 04:30:00,0,0.0,-1.0,1014,97,4.1,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-03 04:45:00,0,0.0,-1.0,1014,97,4.1,0.0,0.0,100,0,0,450,0.0,4,4,1
2017-01-03 05:00:00,0,0.0,-0.5,1014,97,4.3,0.0,0.0,98,0,0,450,0.0,4,5,1
2017-01-03 05:15:00,0,0.0,-0.5,1014,97,4.3,0.0,0.0,98,0,0,450,0.0,4,5,1
2017-01-03 05:30:00,0,0.0,-0.5,1014,97,4.3,0.0,0.0,98,0,0,450,0.0,4,5,1
2017-01-03 05:45:00,0,0.0,-0.5,1014,97,4.3,0.0,0.0,98,0,0,450,0.0,4,5,1
2017-01-03 06:00:00,0,0.0,-0.3,1014,97,4.4,0.0,0.0,91,0,0,450,0.0,4,6,1
2017-01-03 06:15:00,0,0.0,-0.3,1014,97,4.4,0.0,0.0,91,0,0,450,0.0,4,6,1
2017-01-03 06:30:00,0,0.0,-0.3,1014,97,4.4,0.0,0.0,91,0,0,450,0.0,4,6,1
2017-01-03 06:45:00,0,0.0,-0.3,1014,97,4.4,0.0,0.0,91,0,0,450,0.0,4,6,1
2017-01-03 07:00:00,0,0.0,0.3,1013,97,4.6,0.0,0.0,97,0,0,450,0.0,4,7,1
2017-01-03 07:15:00,0,0.3,0.3,1013,97,4.6,0.0,0.0,97,1,15,450,0.03,4,7,1
2017-01-03 07:30:00,0,3.2,0.3,1013,97,4.6,0.0,0.0,97,1,30,450,0.07,4,7,1
2017-01-03 07:45:00,0,7.8,0.3,1013,97,4.6,0.0,0.0,97,1,45,450,0.1,4,7,1
2017-01-03 08:00:00,28,12.8,0.5,1013,97,5.0,0.0,0.0,96,1,60,450,0.13,4,8,1
2017-01-03 08:15:00,29,7.2,0.5,1013,97,5.0,0.0,0.0,96,1,75,450,0.17,4,8,1
2017-01-03 08:30:00,58,3.3,0.5,1013,97,5.0,0.0,0.0,96,1,90,450,0.2,4,8,1
2017-01-03 08:45:00,60,3.7,0.5,1013,97,5.0,0.0,0.0,96,1,105,450,0.23,4,8,1
2017-01-03 09:00:00,109,4.1,1.2,1013,96,5.5,0.0,0.12,100,1,120,450,0.27,5,9,1
2017-01-03 09:15:00,110,4.4,1.2,1013,96,5.5,0.0,0.12,100,1,135,450,0.3,5,9,1
2017-01-03 09:30:00,117,4.8,1.2,1013,96,5.5,0.0,0.12,100,1,150,450,0.33,5,9,1
2017-01-03 09:45:00,126,5.0,1.2,1013,96,5.5,0.0,0.12,100,1,165,450,0.37,5,9,1
2017-01-03 10:00:00,149,5.1,1.1,1012,97,5.7,0.0,0.23,100,1,180,450,0.4,5,10,1
2017-01-03 10:15:00,143,5.2,1.1,1012,97,5.7,0.0,0.23,100,1,195,450,0.43,5,10,1
2017-01-03 10:30:00,155,5.3,1.1,1012,97,5.7,0.0,0.23,100,1,210,450,0.47,5,10,1
2017-01-03 10:45:00,142,5.3,1.1,1012,97,5.7,0.0,0.23,100,1,225,450,0.5,5,10,1
2017-01-03 11:00:00,137,5.3,1.2,1011,99,6.1,0.0,0.47,100,1,240,450,0.53,5,11,1
2017-01-03 11:15:00,109,5.3,1.2,1011,99,6.1,0.0,0.47,100,1,255,450,0.57,5,11,1
